dataset_name,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
222,5,27216,5444,5443,0.3999999999999999,4.945616335374976,4.629799742788903,5.199338600036745,0.2095103655706654,4.945616335374976,4.629799742788903,5.199338600036745,0.2095103655706654,2,1,1,0.1666666666666666,1.10767192907864,0.3111323928028904,1.6475543845507852,,1.0099439239330006,0.4125467064942598,1.7899250204123358,,1.299535324750856,1,2,0,0.4,0,1,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
224,5,6480,1296,1296,0.0,4.907407407407407,4.012345679012346,5.478395061728395,0.5108933752236681,4.907407407407407,4.012345679012346,5.478395061728395,0.5108933752236681,6,6,0,0.5,2.841436827713089,8.743066708263546e-06,4.5531582014937575,0.445586166383,13.665108623878458,0.6004887474731762,25.34983620343846,3.827883370946669,0.0,0,0,0,5.4,5,6,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
225,5,31101,6221,6220,0.3999999999999999,5.022339022840901,4.581993569131833,5.385852090032155,0.2808371379846875,5.022339022840901,4.581993569131833,5.385852090032155,0.2808371379846875,1,1,0,0.1666666666666666,0.6107626166953164,0.0016817627169376,2.57833537092353,,2.018155038403277,1.0621284787353182,5.489243881844846,,0.0,0,0,0,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
226,5,5181,1037,1036,0.4000000000000001,4.998827178190727,4.440154440154441,6.075216972034716,0.561908899198596,4.998827178190727,4.440154440154441,6.075216972034716,0.561908899198596,5,5,0,0.5,2.50997178252521,0.0001116465117807,4.589322252877974,0.4999870143170687,12.063413194862395,1.1623207263945674,24.2396264303442,3.7903169140620574,0.0,0,0,0,3.4,1,4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
227,5,47301,9461,9460,0.3999999999999999,5.029497974660859,4.745798541380404,5.359408033826639,0.2193717627465778,5.029497974660859,4.745798541380404,5.359408033826639,0.2193717627465778,1,1,0,0.1666666666666666,0.9499318443365844,0.2908502612838504,1.9606098001572416,,1.6830408394874825,1.0270870578628744,2.270876515070219,,0.0,0,0,0,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
228,5,7126,1426,1425,0.4000000000000001,4.995782584089959,4.2105263157894735,5.543859649122807,0.4334107512913129,4.995782584089959,4.2105263157894735,5.543859649122807,0.4334107512913129,4,3,1,1.0,0.2714194328366816,0.0001102463855022,1.84958520819186,0.4396151281153299,1.491783163440172,1.2128916600858004,2.247609044422686,0.1255709954948675,1.0,1,1,0,2.6,2,3,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
229,5,7881,1577,1576,0.4,5.113553331680985,4.441624365482234,6.472081218274112,0.7284841911903712,5.113553331680985,4.441624365482234,6.472081218274112,0.7284841911903712,2,1,1,1.0,0.6439039266356887,6.590636347091834e-05,1.8374652323323333,,1.2409429034372863,0.5227572463467078,1.82244276568092,,1.0,1,1,0,0.4,0,1,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
230,5,3886,778,777,0.4,4.941125480971239,3.727506426735218,5.791505791505792,0.7633596902518485,4.941125480971239,3.727506426735218,5.791505791505792,0.7633596902518485,11,11,0,0.5,0.0046774138130247,9.532687924707576e-11,0.0440969560789512,0.0032716097529483,1.449760239196792,1.1885661929718772,1.5038606371026084,0.0031042148767292,0.0,0,0,0,10.0,10,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
231,5,5181,1037,1036,0.4000000000000001,5.018299743468499,4.440154440154441,5.405405405405405,0.3224397007693363,5.018299743468499,4.440154440154441,5.405405405405405,0.3224397007693363,5,5,0,0.5,2.5012650643458296,0.0026745439723726,4.892759496137476,0.5243822243399704,12.257684798130205,1.1931234683666707,29.623890716690177,4.293320781504364,0.0,0,0,0,3.4,1,4,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
233,5,23326,4666,4665,0.3999999999999999,4.981557769621659,4.587352625937835,5.27331189710611,0.2364433839907438,4.981557769621659,4.587352625937835,5.27331189710611,0.2364433839907438,5,5,0,0.1666666666666666,2.2928972051413794,0.0181110365121684,4.642677336147977,0.8547882539143884,11.855755951490936,0.0391297536585919,25.210534790263463,4.870993325270705,0.0,0,0,0,3.8,2,5,0.9797958971132712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
234,5,15766,3154,3153,0.3999999999999999,5.017107842457014,4.725658103393593,5.294863665187064,0.2169095168292028,5.017107842457014,4.725658103393593,5.294863665187064,0.2169095168292028,3,1,2,0.5,0.6623321298308376,0.0133118078534993,1.9002770396475697,,1.39643799938214,0.922472532375592,2.035683109583406,,1.094506192442045,1,2,0,0.4,0,1,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
240,5,19440,3888,3888,0.0,4.922839506172839,4.320987654320987,5.632716049382716,0.4766495435642132,4.922839506172839,4.320987654320987,5.632716049382716,0.4766495435642132,5,5,0,0.1666666666666666,2.6054743224916126,0.0003033914620453,4.5201996259215855,0.4467378274147549,12.459739948600305,0.7001709427503551,23.982056902806576,3.598669140563524,0.0,0,0,0,4.4,4,5,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
241,5,47301,9461,9460,0.4,4.987214900024648,4.735228834161294,5.4334038054968286,0.2540103702648288,4.987214900024648,4.735228834161294,5.4334038054968286,0.2540103702648288,1,1,0,0.1666666666666666,0.8934241199240006,0.3072446508029862,1.930031085085111,,1.22425992984054,0.1177958773104683,2.161772860463881,,0.0,0,0,0,0.4,0,1,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
242,5,15551,3111,3110,0.3999999999999999,5.080036505667577,4.630225080385852,5.434083601286174,0.3172730080260211,5.080036505667577,4.630225080385852,5.434083601286174,0.3172730080260211,5,5,0,0.1666666666666666,2.612634711990809,0.0002108364989728,4.637285284513335,0.460052616742594,12.266288269476735,0.6610198526694444,25.42401214134205,4.101910198357194,0.0,0,0,0,3.6,2,4,0.8000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
243,5,9071,1815,1814,0.4000000000000001,4.938771295191061,4.410143329658213,5.34435261707989,0.3559085064486315,4.938771295191061,4.410143329658213,5.34435261707989,0.3559085064486315,1,1,0,0.5,0.3342610848503669,0.0001820720920017,1.2084421678361323,,1.0792355192548722,0.1549025860974309,1.6114014914579706,,0.0,0,0,0,0.4,0,1,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
245,5,47301,9461,9460,0.3999999999999999,4.997782596094393,4.883204735228834,5.169133192389007,0.094294679449836,4.997782596094393,4.883204735228834,5.169133192389007,0.094294679449836,2,1,1,0.1666666666666666,0.7619863006872494,0.1067776650721542,1.9606496294610125,,1.4482999557907736,0.9517612208063442,2.305640331397155,,1.1888324873096447,1,2,0,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
249,5,1941,389,388,0.4,5.101767683460102,2.570694087403599,8.505154639175258,1.9193829851446256,5.101767683460102,2.570694087403599,8.505154639175258,1.9193829851446256,8,8,0,1.0,0.0269672331791882,7.377679072272189e-11,0.2226807558326498,0.0146297379642522,1.391162995263358,1.059570305320153,1.5068951279786664,0.0160592596246977,0.0,0,0,0,5.0,5,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
252,5,1311,263,262,0.4,5.112181812904536,3.041825095057034,6.488549618320611,1.2012810175646682,5.112181812904536,3.041825095057034,6.488549618320611,1.2012810175646682,3,2,1,6.0,1.171738980396405,0.0062002823053415,4.661273705345688,1.2191864407694286,7.843484910264676,0.896716019991401,38.8814029460738,11.447116752047938,1.1922480620155038,1,2,0,0.8,0,1,0.4000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
253,5,5831,1167,1166,0.4,5.042073252288124,4.459691252144083,5.917667238421955,0.4929113656725169,5.042073252288124,4.459691252144083,5.917667238421955,0.4929113656725169,2,1,1,1.0,0.2588125813954264,0.0007789349881248,1.1119752216423495,,1.0944095660408308,0.2144337897130221,1.6526017058128608,,1.2099827882960414,1,2,0,0.2,0,1,0.4000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
255,5,47301,9461,9460,0.3999999999999999,4.9998918448563625,4.778012684989429,5.221987315010571,0.1785735260337224,4.9998918448563625,4.778012684989429,5.221987315010571,0.1785735260337224,1,1,0,0.1666666666666666,0.8825744658541852,0.2155382705786651,1.977124771734956,,1.3763620373841718,0.5008451950393487,2.3540930765516124,,0.0,0,0,0,0.2,0,1,0.4000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
256,5,38880,7776,7776,0.0,4.958847736625514,4.822530864197531,5.388374485596708,0.2157429729990819,4.958847736625514,4.822530864197531,5.388374485596708,0.2157429729990819,1,1,0,0.1666666666666666,0.876012685841918,0.095411732887591,3.265493684077444,,3.012036799420802,0.749161506808476,9.772805108863269,,0.0,0,0,0,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
257,5,5181,1037,1036,0.4,5.018411440783668,4.628736740597879,5.405405405405405,0.3463409049939066,5.018411440783668,4.628736740597879,5.405405405405405,0.3463409049939066,4,4,0,0.5,1.4541243808975204,0.0257674152523617,4.29799790017058,0.6398755643913234,4.836631419503475,0.2415947217882372,21.59824615699556,3.8290689823932818,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
258,5,2591,519,518,0.4000000000000001,5.017668370269527,4.238921001926782,6.756756756756757,0.9704130353120696,5.017668370269527,4.238921001926782,6.756756756756757,0.9704130353120696,5,5,0,0.5,1.3981727422283905,0.0185024809125987,4.52050612855993,0.7316440187064962,4.688086554598796,0.0320006322090655,24.24088546856324,4.7584950932806,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
261,5,19440,3888,3888,0.0,5.010288065843621,4.732510288065844,5.092592592592593,0.1403105112858627,5.010288065843621,4.732510288065844,5.092592592592593,0.1403105112858627,5,5,0,0.1666666666666666,2.280153256041012,0.961755800142041,4.502027580396532,0.0016238128745769,8.401256908211563,0.006578860725646,23.995236875167976,0.0129338842686806,0.0,0,0,0,5.0,5,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
262,5,14256,2852,2851,0.3999999999999999,5.001402032602916,4.559803577692038,5.54191511750263,0.3608378310807588,5.001402032602916,4.559803577692038,5.54191511750263,0.3608378310807588,4,4,0,0.5,2.614153551536097,0.001544140488469,4.60404411441871,0.7809878297183018,11.72688890974292,0.1031254492603785,25.289700857103377,4.585171945987375,0.0,0,0,0,3.2,3,4,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
264,5,2591,519,518,0.4,4.9794302973493725,3.275529865125241,6.370656370656371,1.110256321050569,4.9794302973493725,3.275529865125241,6.370656370656371,1.110256321050569,4,4,0,0.5,1.3269717647907826,0.0108813649084818,3.466051883636244,0.4943650318732407,4.878523322146016,0.2753378931756929,19.16662370590656,3.423800361675798,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
268,5,14256,2852,2851,0.3999999999999999,5.078567939302319,4.700105226236408,6.032970887407927,0.4877834840777146,5.078567939302319,4.700105226236408,6.032970887407927,0.4877834840777146,3,3,0,0.5,2.486487578913098,0.9926393157703176,3.686222683710045,0.002365242491243,8.789375132646311,0.0610098304136301,16.239206156217037,0.0261421356003512,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
269,5,19440,3888,3888,0.0,5.0360082304526745,4.526748971193416,5.864197530864197,0.5041152263374484,5.0360082304526745,4.526748971193416,5.864197530864197,0.5041152263374484,5,5,0,0.1666666666666666,2.458520559265823,0.0127484017942423,4.624555576721268,0.6852981060565986,9.736285062527722,0.0169412869550575,25.59314759402752,4.112068493821848,0.0,0,0,0,4.4,4,5,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
270,5,3886,778,777,0.4000000000000001,5.043920159601393,4.370179948586118,6.177606177606178,0.7078648099507291,5.043920159601393,4.370179948586118,6.177606177606178,0.7078648099507291,5,5,0,0.5,1.334215683761005,0.004956447367328,4.137629960335381,0.6169182510999142,4.703382997700646,0.1561508254742825,22.49262990435816,4.36859088218154,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
272,5,9071,1815,1814,0.4000000000000001,4.9939466834325,4.685777287761852,5.678059536934951,0.3567166369445099,4.9939466834325,4.685777287761852,5.678059536934951,0.3567166369445099,3,3,0,0.5,2.748459804843975,0.952441163641668,4.604376949843885,0.0016260512633415,11.424983055513405,0.1283146942192434,25.30271298643628,0.027348335928594,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
273,5,3886,778,777,0.4000000000000001,5.0178492852014696,4.504504504504505,5.655526992287918,0.4796113726407428,5.0178492852014696,4.504504504504505,5.655526992287918,0.4796113726407428,3,3,0,0.5,0.1500376078637187,0.0532484172557161,0.3881096397962969,0.0076510775696145,0.3424104621155494,0.0329235479361607,0.6393450046179567,0.0185700399700201,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
274,5,9071,1815,1814,0.4000000000000001,4.982921325108356,4.5203969128996695,5.953693495038589,0.5036424375026414,4.982921325108356,4.5203969128996695,5.953693495038589,0.5036424375026414,3,3,0,0.5,0.7748518858067696,0.0970034170312358,1.4262659332342578,0.0067820957620313,3.027518237446693,1.740702813797813,5.463924246314495,0.0211348485247171,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
276,5,9071,1815,1814,0.4,5.071160639167053,4.573002754820936,5.567805953693495,0.3793947501547677,5.071160639167053,4.573002754820936,5.567805953693495,0.3793947501547677,3,3,0,0.5,0.7844780515061798,0.1031393875014126,1.51136409161411,0.0086766201434322,3.0704555225461467,1.5862034407036585,5.986816332267656,0.0167682864605962,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
278,5,1941,389,388,0.4,4.997349799909894,4.639175257731959,5.412371134020619,0.2613259225567388,4.997349799909894,4.639175257731959,5.412371134020619,0.2613259225567388,4,4,0,1.0,0.115802708073718,0.0,0.3650507881109471,0.0587736860072607,0.5427638561938575,0.0069749299299415,1.2311920334631783,0.1069138687913549,0.0,0,0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
279,5,19440,3888,3888,0.0,5.041152263374486,4.62962962962963,5.529835390946502,0.3195930980866063,5.041152263374486,4.62962962962963,5.529835390946502,0.3195930980866063,4,4,0,0.1666666666666666,0.3061483134478814,0.0968784105939903,0.6326868867616465,0.0011643402964496,0.5812435669822686,0.0062179360304428,1.5610491288464985,0.003906064517819,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
281,5,4536,908,907,0.4,4.938170567635959,4.5203969128996695,5.512679162072767,0.4251531017832892,4.938170567635959,4.5203969128996695,5.512679162072767,0.4251531017832892,3,3,0,1.0,0.8761404114147814,0.3355895149978908,1.8089872546097776,0.0059307688339952,3.2697419088209343,1.35614884163527,6.870282022515989,0.0119410674035401,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
283,5,3886,778,777,0.4,5.0438539898694135,4.375804375804376,5.9202059202059205,0.5844115598256021,5.0438539898694135,4.375804375804376,5.9202059202059205,0.5844115598256021,3,3,0,0.5,0.2494014392348725,0.1370819246687376,0.3570939380925227,0.0017019162490305,0.3447723544176116,0.11932975809933,0.6208754872829614,0.0040771342458808,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
284,5,1941,389,388,0.4,5.307555720456895,3.3419023136246784,7.474226804123711,1.3720874069762403,5.307555720456895,3.3419023136246784,7.474226804123711,1.3720874069762403,2,2,0,1.0,0.2143955281995802,0.0132165587856294,0.4383330220217736,0.0108672260296519,0.4011825922168232,0.2198918872123045,0.5629709788247999,0.0193278777822615,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
285,5,15766,3154,3153,0.3999999999999999,4.9727056857808325,4.662226450999048,5.294863665187064,0.2575520728386916,4.9727056857808325,4.662226450999048,5.294863665187064,0.2575520728386916,5,5,0,0.5,1.2743431849106206,0.0006441113881713,2.8578675413414034,0.5074077808869681,6.404433237052373,0.3645219468943388,13.740037179846396,2.504267709728784,0.0,0,0,0,3.8,3,4,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
286,5,1080,216,216,0.0,4.444444444444445,2.314814814814815,6.481481481481481,1.3608276348795434,4.444444444444445,2.314814814814815,6.481481481481481,1.3608276348795434,3,3,0,6.0,1.5726730703084884,0.1137054439726347,2.676263818013251,0.0950521334427653,7.948387006945545,0.5251251275442352,15.262750999310848,0.2235582187244665,0.0,0,0,0,2.4,0,3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
287,5,12960,2592,2592,0.0,4.915123456790123,4.243827160493828,5.246913580246913,0.3481640176752613,4.915123456790123,4.243827160493828,5.246913580246913,0.3481640176752613,5,5,0,0.5,1.0324606894650408,0.0007095603462005,2.5277565603819325,0.332038013668855,5.000431890556987,0.0733853459192661,11.5549111599363,1.2686052042733813,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
288,5,1186,238,237,0.4,4.888841612594405,3.79746835443038,6.722689075630252,1.0093479461365826,4.888841612594405,3.79746835443038,6.722689075630252,1.0093479461365826,2,2,0,6.0,1.748764914389186,0.1166469526811145,2.9580664866092903,0.0375466292261999,8.73271714831186,2.4252761753779906,18.354452052915885,0.2508969590713379,0.0,0,0,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
289,5,5181,1037,1036,0.4,4.999180886355428,4.054054054054054,6.177606177606178,0.8692226696192829,4.999180886355428,4.054054054054054,6.177606177606178,0.8692226696192829,6,6,0,1.0,1.1401224584577636,1.9174387092278983e-05,4.951112656210942,0.6795756909825067,6.008576975595153,0.0361235923190079,31.64068599856496,4.960779030614085,0.0,0,0,0,4.8,4,5,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
290,5,11661,2333,2332,0.3999999999999999,5.068169503264004,4.67409948542024,5.274442538593482,0.2157905246362709,5.068169503264004,4.67409948542024,5.274442538593482,0.2157905246362709,3,3,0,0.5,2.67811625170714,0.9569793421269092,4.236764847127769,0.0005263823530783,10.97013972565017,0.1709890867106289,20.392715444299107,0.002230479977109,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
294,5,1296,260,259,0.4,4.94000594000594,2.6923076923076925,6.563706563706563,1.516277591602926,4.94000594000594,2.6923076923076925,6.563706563706563,1.516277591602926,3,3,0,1.0,1.739237503042051,0.7378977323804843,3.814155445816352,0.0521067028947564,4.441922542063471,0.015958361545207,15.93169825118721,0.1206694691288578,0.0,0,0,0,1.8,0,3,1.469693845669907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
296,5,10366,2074,2073,0.3999999999999999,5.06468108820715,4.580520732883317,5.692233478051134,0.3654217799194005,5.06468108820715,4.580520732883317,5.692233478051134,0.3654217799194005,3,3,0,0.5,2.027440164599806,0.0052476085625696,4.804552677153719,0.9833125498571844,9.828829797538564,0.1962101762743913,27.797200820700844,6.224271538744747,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
298,5,15551,3111,3110,0.3999999999999999,5.067201642134899,4.694533762057878,5.562700964630225,0.3283405288918306,5.067201642134899,4.694533762057878,5.562700964630225,0.3283405288918306,4,4,0,0.1666666666666666,1.9674616530411213,0.8869231630806569,4.388331649037269,0.0033488967487627,6.451647715545403,0.1123205371022968,22.17937519225672,0.0507353043156919,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
300,5,2591,519,518,0.4,4.8245437840813565,3.474903474903475,6.370656370656371,1.1524266576472524,4.8245437840813565,3.474903474903475,6.370656370656371,1.1524266576472524,3,3,0,0.5,2.0220688090577807,0.991976478679125,4.595020930713798,0.0251456650247565,7.447547772081151,0.0675909374285685,27.10139850307996,0.3504596906581612,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
303,5,42766,8554,8553,0.3999999999999999,5.043723438015848,4.898865895007599,5.202852800187069,0.1206134909477189,5.043723438015848,4.898865895007599,5.202852800187069,0.1206134909477189,5,5,0,0.1666666666666666,2.7808107924563705,0.089002272946702,4.398646119623835,0.6428180906811336,12.029805885432683,0.2158089802646232,23.05253582196804,3.458562363650109,0.0,0,0,0,4.2,4,5,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
304,5,1186,238,237,0.4,5.059390844945574,3.79746835443038,6.329113924050633,0.8458657249058793,5.059390844945574,3.79746835443038,6.329113924050633,0.8458657249058793,3,3,0,6.0,3.200764275280868,0.9640820975017392,5.03941399472549,0.0708503630833545,15.076561215342196,0.2669249614066635,29.93248554030971,0.9694237836430766,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
305,5,12960,2592,2592,0.0,5.023148148148148,4.398148148148148,5.555555555555555,0.4114904822831292,5.023148148148148,4.398148148148148,5.555555555555555,0.4114904822831292,5,5,0,0.5,1.0526522230709765,0.0002086298517926,2.5190465617706868,0.3490670674295627,5.093956712682402,0.3147584257662048,11.450038412398936,1.3758672453076315,0.0,0,0,0,4.2,4,5,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
306,5,10366,2074,2073,0.3999999999999999,4.997071685783278,4.438012542209358,5.692233478051134,0.4588617839055772,4.997071685783278,4.438012542209358,5.692233478051134,0.4588617839055772,3,3,0,0.5,0.9039104053331004,0.0232393655058726,1.6990811776986725,0.000527180146778,4.357438062569902,2.2064929499403463,7.582606830546201,0.0048427061036512,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
309,5,1080,216,216,0.0,5.0,2.314814814814815,6.944444444444445,1.6666666666666667,5.0,2.314814814814815,6.944444444444445,1.6666666666666667,2,2,0,6.0,1.2422212015995453,0.0192015963838393,2.678571143564965,0.2391977181769459,6.092124716987732,2.3450261677631574,12.952259263522892,1.193441011873551,0.0,0,0,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
310,5,1080,216,216,0.0,5.0,3.2407407407407405,6.481481481481481,1.1857637476727498,5.0,3.2407407407407405,6.481481481481481,1.1857637476727498,3,3,0,6.0,1.512265921061409,0.3986296052175896,2.503116138394264,0.1157764423334652,7.049682198267616,1.144158676221415,15.24922381708534,0.5124070817444498,0.0,0,0,0,2.4,0,3,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
